
['PA01AI01', '2019121915302362033904']
['PD01CR02', '2014.11.20']
['PD01CJ05', '0']
['PD01CR03', '2014.11.20']
['PD01CJ11', '20000']
['PD01CJ13', '20000']
['PD01CJ15', '20000']
['PD01CR04', '2014.11.20']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2012.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '销户']
['PD01BR01', '2017.06.30']
['PD01BR03', '2017.06.30']
['PD01FS01', '9']
['PD01FD01', '担保人（第三方）代偿']
['PD01FR01', '2017.06.10']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试2']
['PD01FD01', '以资抵债']
['PD01FR01', '2017.06.11']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试3']
['PD01FD01', '提前还款']
['PD01FR01', '2017.06.12']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试4']
['PD01FD01', '提前结清']
['PD01FR01', '2017.06.13']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试5']
['PD01FD01', '司法追偿']
['PD01FR01', '2017.06.14']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试6']
['PD01FD01', '银行主动延期']
['PD01FR01', '2017.06.15']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试7']
['PD01FD01', '债务减免']
['PD01FR01', '2017.06.16']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试8']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2017.06.17']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试9']
['PD01FD01', '强制平仓']
['PD01FR01', '2017.06.18']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试10']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2013.11.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '销户']
['PD01BR01', '2014.06.30']
['PD01BR03', '2014.06.30']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'P531']
['PD01AR01', '2014.10.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '销户']
['PD01BR01', '2017.06.20']
['PD01BR03', '2017.06.20']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.10.11']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '销户']
['PD01BR01', '2017.06.20']
['PD01BR03', '2017.06.20']
['PD01FS01', '1']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2015.05.15']
['PD01FS02', '99']
['PD01FJ01', '10']
['PD01FQ01', '特殊交易明细信息']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2017.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '销户']
['PD01BR01', '2017.06.30']
['PD01BR03', '2017.06.30']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'P531']
['PD01AR01', '2017.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '60000']
['PD01AD07', '信用/免担保']
['PD01BD01', '未激活']
['PD01BR03', '2017.01.10']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2017.01.11']
['PD01AD04', '人民币元']
['PD01AJ02', '60000']
['PD01AD07', '信用/免担保']
['PD01BD01', '未激活']
['PD01BR03', '2017.01.11']
['PD02AI01', '1']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'P531']
['PD02AD02', '信用卡共享额度']
['PD02AJ01', '100002']
['PD02AD03', '人民币元']
['PD02AR01', '2015.01.10']
['PD02AR02', '2020.01.10']
['PD02AJ04', '2000']
['PD02AJ03', '20002']
['PD02AI04', 'Y544']
['PD02AI01', '2']
['PD02AD01', '其他机构']
['PD02AI02', 'XQ']
['PD02AI03', 'S010']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100000']
['PD02AD03', '人民币元']
['PD02AR01', '2015.01.10']
['PD02AR02', '2020.01.10']
['PD02AJ04', '3000']
['PD02AJ03', '20000']
['PD02AI04', 'L197']
['PD02AI01', '3']
['PD02AD01', '其他机构']
['PD02AI02', 'XQ']
['PD02AI03', 'Y136']
['PD02AD02', '信用卡共享额度']
['PD02AJ01', '100002']
['PD02AD03', '人民币元']
['PD02AR01', '2015.01.10']
['PD02AR02', '2020.01.10']
['PD02AJ04', '1001']
['PD02AJ03', '20002']
['PD02AI04', 'N338']
['PD02AI01', '4']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'C373']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100000']
['PD02AD03', '人民币元']
['PD02AR01', '2015.01.10']
['PD02AR02', '2020.01.10']
['PD02AJ04', '20000']
['PD02AJ03', '20000']
['PD02AI04', 'O710']
['PD02AI01', '5']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'G660']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100013']
['PD02AD03', '人民币元']
['PD02AR01', '2012.04.01']
['PD02AR02', '2020.12.20']
['PD02AJ04', '500']
['PD02AJ03', '200013']
['PD02AI04', 'M442']
['PD02AI01', '6']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'B018']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100013']
['PD02AD03', '人民币元']
['PD02AR01', '2012.04.01']
['PD02AR02', '2020.12.20']
['PD02AJ03', '200013']
['PD02AI04', 'X980']
['PD02AI01', '7']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'Q731']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100012']
['PD02AD03', '日元']
['PD02AR01', '2012.03.04']
['PD02AR02', '2099.12.31']
['PD02AJ04', '0']
['PD02AJ03', '200012']
['PD02AI04', 'S554']
['PD02AI01', '8']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'A308']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100011']
['PD02AD03', '人民币元']
['PD02AR01', '2012.03.03']
['PD02AR02', '2020.12.20']
['PD02AJ04', '0']
['PD02AJ03', '200011']
['PD02AI04', 'E398']
['PD02AI01', '9']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'G800']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100011']
['PD02AD03', '人民币元']
['PD02AR01', '2012.03.03']
['PD02AR02', '2020.12.20']
['PD02AJ04', '40000']
['PD02AJ03', '200011']
['PD02AI04', 'W761']
['PD02AI01', '10']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'E556']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100010']
['PD02AD03', '美元']
['PD02AR01', '2012.03.02']
['PD02AR02', '2099.12.31']
['PD02AJ04', '1111']
['PD02AJ03', '200010']
['PD02AI04', 'F681']
['PD02AI01', '11']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'N940']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100009']
['PD02AD03', '人民币元']
['PD02AR01', '2012.03.01']
['PD02AR02', '2020.12.20']
['PD02AJ04', '1111']
['PD02AJ03', '200009']
['PD02AI04', 'I818']
['PD02AI01', '12']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'X380']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100009']
['PD02AD03', '人民币元']
['PD02AR01', '2012.03.01']
['PD02AR02', '2020.12.20']
['PD02AJ04', '40000']
['PD02AJ03', '200009']
['PD02AI04', 'N270']
['PD02AI01', '13']
['PD02AD01', '商业银行']
['PD02AI02', 'QU']
['PD02AI03', 'C557']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100008']
['PD02AD03', '日元']
['PD02AR01', '2012.02.03']
['PD02AR02', '2099.12.31']
['PD02AJ04', '15222']
['PD02AJ03', '200008']
['PD02AI04', 'B952']
['PD02AI01', '14']
['PD02AD01', '村镇银行']
['PD02AI02', 'GQ']
['PD02AI03', 'H025']
['PD02AD02', '循环贷款额度']
['PD02AJ01', '100007']
['PD02AD03', '美元']
['PD02AR01', '2012.02.02']
['PD02AR02', '2099.12.31']
['PD02AJ04', '100000']
['PD02AJ03', '200007']
['PD02AI04', 'N234']
['PD03AD08', '自然人']
['PD03AD01', '村镇银行']
['PD03AQ01', 'GQ']
['PD03AD02', '资产处置']
['PD03AR01', '2008.06.01']
['PD03AD03', '保证人']
['PD03AQ02', 'N860']
['PD03AJ01', '500']
['PD03AD04', '人民币元']
['PD03AJ02', '0']
['PD03AD05', '未分类']
['PD03AR03', '2015.10.12']
['PD03AD08', '自然人']
['PD03AD01', '村镇银行']
['PD03AQ01', 'GQ']
['PD03AD02', '代偿债务']
['PD03AR01', '2009.06.15']
['PD03AD03', '其他']
['PD03AJ01', '200']
['PD03AD04', '人民币元']
['PD03AJ02', '100']
['PD03AD05', '未分类']
['PD03AR03', '2010.06.20']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '个人汽车消费贷款']
['PD03AR01', '2010.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '其他']
['PD03AJ01', '1000']
['PD03AD04', '人民币元']
['PD03AJ02', '5000']
['PD03AD05', '损失']
['PD03AD07', 'B']
['PD03AR03', '2012.06.15']
['PD03AD08', '自然人']
['PD03AD01', '村镇银行']
['PD03AQ01', 'GQ']
['PD03AD02', '贷记卡']
['PD03AR01', '2010.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '其他']
['PD03AJ01', '3000']
['PD03AD04', '人民币元']
['PD03AJ02', '10000']
['PD03AD07', 'B']
['PD03AR03', '2012.06.15']
['PD03AD08', '自然人']
['PD03AD01', '融资担保公司']
['PD03AQ01', 'FY']
['PD03AD02', '贷记卡']
['PD03AR01', '2010.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '其他']
['PD03AJ01', '2000']
['PD03AD04', '人民币元']
['PD03AJ02', '10000']
['PD03AD07', 'B']
['PD03AR03', '2012.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '个人住房商业贷款']
['PD03AR01', '2010.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '其他']
['PD03AJ01', '1000']
['PD03AD04', '人民币元']
['PD03AJ02', '5000']
['PD03AD05', '损失']
['PD03AD07', 'B']
['PD03AR03', '2012.06.15']
['PD03AD08', '自然人']
['PD03AD01', '融资担保公司']
['PD03AQ01', 'FY']
['PD03AD02', '贷记卡']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'C384']
['PD03AJ01', '2001']
['PD03AD04', '美元']
['PD03AJ02', '1']
['PD03AD07', '1']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '个人汽车消费贷款']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'A197']
['PD03AJ01', '1001']
['PD03AD04', '美元']
['PD03AJ02', '10001']
['PD03AD05', '关注']
['PD03AD07', '2']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '村镇银行']
['PD03AQ01', 'GQ']
['PD03AD02', '准贷记卡']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'P899']
['PD03AJ01', '3001']
['PD03AD04', '美元']
['PD03AJ02', '1']
['PD03AD07', '1']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '其他证券类融资']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'R162']
['PD03AJ01', '1001']
['PD03AD04', '美元']
['PD03AJ02', '10001']
['PD03AD05', '关注']
['PD03AD07', '2']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '其他证券类融资']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'C938']
['PD03AJ01', '1001']
['PD03AD04', '美元']
['PD03AJ02', '10001']
['PD03AD05', '关注']
['PD03AD07', '2']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '融资租赁业务']
['PD03AR01', '2015.01.11']
['PD03AR02', '2099.12.31']
['PD03AD03', '其他']
['PD03AJ01', '1002']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD05', '正常']
['PD03AD07', 'N']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '个人住房商业贷款']
['PD03AR01', '2015.01.11']
['PD03AR02', '2099.12.31']
['PD03AD03', '其他']
['PD03AJ01', '1002']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD05', '正常']
['PD03AD07', 'N']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '融资担保公司']
['PD03AQ01', 'FY']
['PD03AD02', '贷记卡']
['PD03AR01', '2015.01.11']
['PD03AR02', '2099.12.31']
['PD03AD03', '其他']
['PD03AJ01', '2002']
['PD03AD04', '日元']
['PD03AJ02', '10000']
['PD03AD07', '3']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '村镇银行']
['PD03AQ01', 'GQ']
['PD03AD02', '贷记卡']
['PD03AR01', '2015.01.11']
['PD03AR02', '2099.12.31']
['PD03AD03', '其他']
['PD03AJ01', '3002']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD07', '3']
['PD03AR03', '2017.06.15']
['PD03AD08', '自然人']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '融资租赁业务']
['PD03AR01', '2015.01.11']
['PD03AR02', '2099.12.31']
['PD03AD03', '其他']
['PD03AJ01', '1002']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD05', '正常']
['PD03AD07', 'N']
['PD03AR03', '2017.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '贷款']
['PD03AR01', '2010.01.11']
['PD03AR02', '2020.12.31']
['PD03AD03', '供应链中核心企业']
['PD03AJ01', '1003']
['PD03AD04', '人民币元']
['PD03AJ02', '10003']
['PD03AD05', '损失']
['PD03AS01', '2']
['PD03AR03', '2012.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '贷款']
['PD03AR01', '2015.01.10']
['PD03AR02', '2020.12.31']
['PD03AD03', '保证人']
['PD03AQ02', 'S103']
['PD03AJ01', '1000']
['PD03AD04', '人民币元']
['PD03AJ02', '10000']
['PD03AD05', '损失']
['PD03AS01', '4']
['PD03AR03', '2017.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '企业债']
['PD03AR01', '2015.01.10']
['PD03AR02', '2099.12.31']
['PD03AD03', '共同借款人']
['PD03AD04', '人民币元']
['PD03AJ02', '10000']
['PD03AD05', '损失']
['PD03AS01', '4']
['PD03AR03', '2017.07.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '票据贴现']
['PD03AR01', '2015.01.11']
['PD03AR02', '2020.12.31']
['PD03AD03', '票据承兑人']
['PD03AJ01', '1001']
['PD03AD04', '美元']
['PD03AJ02', '10001']
['PD03AD05', '关注']
['PD03AS01', '1']
['PD03AR03', '2017.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '票据贴现']
['PD03AR01', '2015.01.11']
['PD03AR02', '2020.12.10']
['PD03AD03', '共同借款人']
['PD03AD04', '美元']
['PD03AJ02', '10001']
['PD03AD05', '损失']
['PD03AS01', '4']
['PD03AR03', '2017.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '贷款']
['PD03AR01', '2015.01.12']
['PD03AR02', '2020.12.31']
['PD03AD03', '共同借款人']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD05', '正常']
['PD03AS01', '0']
['PD03AR03', '2017.06.15']
['PD03AD08', '组织机构']
['PD03AD01', '小额贷款公司']
['PD03AQ01', 'SC']
['PD03AD02', '贷款']
['PD03AR01', '2015.01.12']
['PD03AR02', '2020.12.31']
['PD03AD03', '应收账款债务人']
['PD03AJ01', '1002']
['PD03AD04', '日元']
['PD03AJ02', '10002']
['PD03AD05', '正常']
['PD03AS01', '0']
['PD03AR03', '2017.06.15']
['PE01AD01', 'TE']
['PE01AQ01', '中国电信集团江苏省电信公司']
['PE01AD02', '其他业务']
['PE01AR01', '2015.12.01']
['PE01AD03', '欠费']
['PE01AJ01', '160']
['PE01AR02', '2016.11.01']
['PE01AQ02', '#######################1']
['PE01AD01', 'TE']
['PE01AQ01', '中国电信集团江苏省电信公司']
['PE01AD02', '互联网接入']
['PE01AR01', '2015.12.18']
['PE01AD03', '欠费']
['PE01AJ01', '280']
['PE01AR02', '2016.11.01']
['PE01AQ02', '#######################1']
['PE01AD01', 'TE']
['PE01AQ01', '人力资源和社会保障部']
['PE01AD03', '欠费']
['PE01AJ01', '100']
['PE01AR02', '2016.11.01']
['PE01AD01', 'TE']
['PE01AQ01', '中国电信集团江苏省电信公司']
['PE01AD02', '移动电话']
['PE01AR01', '2015.12.05']
['PE01AD03', '正常']
['PE01AJ01', '0']
['PE01AR02', '2016.11.01']
['PE01AQ02', '#######################N']
['PE01AD01', 'TE']
['PE01AQ01', '中国电信集团江苏省电信公司']
['PE01AD02', '固定电话']
['PE01AR01', '2015.12.10']
['PE01AD03', '正常']
['PE01AJ01', '0']
['PE01AR02', '2016.11.01']
['PE01AQ02', '#######################N']
['PF01AQ01', '税务']
['PF01AJ01', '2000']
['PF01AR01', '2018.05.19']
['PF01AQ01', '税务']
['PF01AJ01', '0']
['PF01AR01', '2018.05.05']
['PF01AQ01', '税务']
['PF01AJ01', '1000']
['PF01AR01', '2018.03.15']
['PF02AQ01', '辽宁法院']
['PF02AQ02', '案由']
['PF02AR01', '2016.11.01']
['PF02AD01', '判决']
['PF02AQ03', '和解']
['PF02AR02', '2016.12.12']
['PF02AQ04', '356']
['PF02AJ01', '110']
['PF03AQ01', '个人麦子村法院']
['PF03AR01', '2017.10.08']
['PF03AQ03', '列入失信被执行人名单']
['PF03AQ01', '个人最高法法院']
['PF03AR01', '2017.03.08']
['PF03AQ03', '列入失信被执行人名单']
['PF03AQ01', '强制执行法院']
['PF03AQ02', '执行案由']
['PF03AR01', '2016.10.15']
['PF03AD01', '自动履行']
['PF03AQ03', '案件状态']
['PF03AR02', '2016.11.01']
['PF03AQ04', '执行标的']
['PF03AJ01', '1000']
['PF03AQ05', '已执行标的']
['PF03AJ02', '1500']
['PF03AQ01', '个人信用法院']
['PF03AR01', '2016.09.10']
['PF03AQ03', '列入失信被执行人名单']
['PF03AQ01', '个人苹果村法院']
['PF03AR01', '2016.09.01']
['PF03AQ03', '列入失信被执行人名单']
['PF03AQ01', '强制执行法院']
['PF03AQ02', '执行案由']
['PF03AR01', '2016.08.10']
['PF03AD01', '自动履行']
['PF03AQ03', '案件状态']
['PF03AQ04', '执行标的']
['PF03AJ01', '1000']
['PF03AQ05', '已执行标的']
['PF03AJ02', '1300']
['PF03AQ01', '个人失信人法院']
['PF03AR01', '2016.08.01']
['PF03AQ03', '列入失信被执行人名单']
['PF03AQ01', '强制执行法院']
['PF03AQ02', '执行案由']
['PF03AD01', '自动履行']
['PF03AQ03', '案件状态']
['PF03AR02', '2016.11.05']
['PF03AQ04', '执行标的']
['PF03AJ01', '1000']
['PF03AQ05', '已执行标的']
['PF03AJ02', '2000']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '税务一']
['PF04AQ02', '罚款']
['PF04AJ01', '2000']
['PF04AR01', '2018.05.01']
['PF04AQ03', '正常执行处罚决定']
['PF04AQ01', '处罚机构']
['PF04AQ02', '坏人']
['PF04AR01', '2015.11.01']
['PF04AR02', '2016.11.01']
['PF04AQ01', '税务四']
['PF04AQ02', '罚款']
['PF04AJ01', '3000']
['PF04AQ03', '正常执行处罚决定']
['PF05AQ01', '天津市']
['PF05AR01', '2016.10.01']
['PF05AD01', '缴交']
['PF05AQ02', '17']
['PF05AQ03', '10']
['PF05AJ01', '2000']
['PF05AQ04', '北塘海鲜店']
['PF05AR04', '2016.11.01']
['PF05AQ01', '天津市']
['PF05AR01', '2015.12.01']
['PF05AD01', '缴交']
['PF05AR02', '2016.01.01']
['PF05AR03', '2016.11.01']
['PF05AQ02', '12']
['PF05AQ03', '12']
['PF05AJ01', '1000']
['PF05AQ04', '北塘海鲜店']
['PF05AR04', '2016.11.01']
['PF06AD01', '离岗']
['PF06AQ01', '天津市']
['PF06AQ02', '中国工人银行']
['PF06AQ03', '2000']
['PF06AR01', '2016.11.16']
['PF06AR02', '2017.01.01']
['PF06AR03', '2018.12.19']
['PF06AD01', '在职职工']
['PF06AQ01', '天津市']
['PF06AQ02', '中国人民银行']
['PF06AQ03', '1000']
['PF06AR01', '2015.11.16']
['PF06AR02', '2016.01.01']
['PF06AR03', '2018.12.19']
['PF07AQ01', '中级']
['PF07AQ02', '职业颁发机构']
['PF07AD01', '国家级机构或行业协会颁发的执业资格证书']
['PF07AD02', '天津市']
['PF07AR01', '2016.12.01']
['PF07AQ01', '初级']
['PF07AQ02', '职业海彦机一']
['PF07AD01', '国家级机构或行业协会颁发的执业资格证书']
['PF07AD02', '天津市']
['PF07AR01', '2016.11.01']
['PF07AR02', '2019.12.01']
['PF07AQ01', '高级']
['PF07AQ02', '职业海彦机二']
['PF07AD01', '国家级机构或行业协会颁发的执业资格证书']
['PF07AD02', '天津市']
['PF07AR01', '2016.10.01']
['PF07AR03', '2016.11.01']
['PF08AQ01', '个税单位一']
['PF08AQ02', '个人税务奖励一']
['PF08AR01', '2016.10.01']
['PF08AR02', '2019.10.01']
['PF08AQ01', '奖励机构']
['PF08AQ02', '好人']
['PF08AR01', '2015.11.01']
['PF08AR02', '2016.11.01']
['PF08AQ01', '奖励机二']
['PF08AQ02', '好事']
['PF08AR01', '2015.10.01']
['PF08AR02', '2016.10.01']
['PF08AQ01', '奖励机三']
['PF08AQ02', '好多']
['PF08AR01', '2015.09.01']
['PF08AR02', '2016.09.01']
['PF08AQ01', '奖励机四']
['PF08AQ02', '优良']
['PG010D01', '1']
['PG010D02', '1']
['PG010S01', '3']
['PG010D03', '1']
['PG010Q01', '信用报告存在信息缺失。']
['PG010R01', '2019.12.10']
['PG010D03', '1']
['PG010Q01', '信用报告存在信息缺失。']
['PG010R01', '2019.10.22']
['PG010D03', '1']
['PG010Q01', '信用报告存在信息缺失。']
['PG010R01', '2019.07.31']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'YX']
['PH010Q03', '信用卡审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'YX']
['PH010Q03', '信用卡审批']
['PH010R01', '2019.12.19']
['PH010D01', '村镇银行']
['PH010Q02', 'LI']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'EF']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'YE']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'EJ']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '村镇银行']
['PH010Q02', 'FL']
['PH010Q03', '担保资格审查']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'LP']
['PH010Q03', '担保资格审查']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'TE']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'FF']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
['PH010D01', '商业银行']
['PH010Q02', 'KL']
['PH010Q03', '贷款审批']
['PH010R01', '2019.12.19']
